kingdom;phylum;class;order;family;genus;species;SGB;Bietry_1;Bietry_2;Bietry_3;Kassembie_1;Kassembie_2
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Marilutibacter;s__Marilutibacter_spongiae;;0.0;0.15175;0.0433;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_flava;;0.0;0.14992;0.41055;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia_megaterium;;0.0;0.14874;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_paranthracis;;0.0;0.11942;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flagellimonas;s__Flagellimonas_beolgyonensis;;0.0;0.11751;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella_nanhaiensis;;0.0;0.09032;0.10888;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus;s__Fictibacillus_halophilus;;0.0;0.08426;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_maritimus;;0.0;0.06606;0.0738;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter_latericius;;0.0;0.05701;0.00085;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter_sp_SD_21;;0.0;0.05454;0.05783;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_sp_NTK034;;0.0;0.05447;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Heliomarina;s__Heliomarina_baculiformis;;0.0;0.05114;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita_sinensis;;0.0;0.04929;0.24668;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella_sp_SYSU_M77433;;0.0;0.04859;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zeaxanthinibacter;s__Zeaxanthinibacter_enoshimensis;;0.0;0.04418;0.00089;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__Roseovarius_pacificus;;0.0;0.04367;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Youhaiella;s__Youhaiella_tibetensis;;0.0;0.04263;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_oceanensis;;0.0;0.04214;0.00621;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_xiamenensis;;0.0;0.04181;0.01214;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella_palythoae;;0.0;0.04173;0.0244;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Salipiger;s__Salipiger_thiooxidans;;0.0;0.04114;0.00159;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Niallia_taxi;;0.0;0.03995;0.01769;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus_ruber;;0.0;0.03377;0.01646;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pseudalkalibacillus;s__Pseudalkalibacillus_hwajinpoensis;;0.0;0.03196;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas_sp_APG4;;0.0;0.02958;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_gaetbuli;;0.0;0.02822;0.00462;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_soli;;0.0;0.02743;0.0002;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter_sp_HKB08;;0.0;0.02579;0.00242;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Pseudorhizobium;s__Pseudorhizobium_flavum;;0.0;0.02402;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_sp_Marseille_Q1617;;0.0;0.02384;0.00202;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Jeotgalibacillus;s__Jeotgalibacillus_malaysiensis;;0.0;0.02276;0.00275;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter_muris;;0.0;0.02188;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita_vladivostokensis;;0.0;0.0213;0.0405;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_nanhaisediminis;;0.0;0.02104;0.03754;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fredinandcohnia;s__Fredinandcohnia_onubensis;;0.0;0.01784;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter_palladensis;;0.0;0.01669;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter_xiamenensis;;0.0;0.01661;0.00575;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_tianshenii;;0.0;0.01577;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter_cobaltidurans;;0.0;0.01509;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flagellimonas;s__Flagellimonas_olearia;;0.0;0.01473;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__Rossellomorea_marisflavi;;0.0;0.01466;0.03202;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas_jannaschiana;;0.0;0.01264;0.07027;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Stenotrophomonas;s__Stenotrophomonas_acidaminiphila;;0.0;0.01246;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_infantis;;0.0;0.01082;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Alteriqipengyuania;s__Alteriqipengyuania_abyssalis;;0.0;0.00985;0.01056;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Donghicola;s__Donghicola_tyrosinivorans;;0.0;0.00943;0.00515;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Nitratireductor;s__Nitratireductor_aquimarinus;;0.0;0.0087;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Salinicola;s__Salinicola_salarius;;0.0;0.00832;0.02102;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter_soli;;0.0;0.00804;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__Agromyces_mediolanus;;0.0;0.00793;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Subsaxibacter;s__Subsaxibacter_sp_CAU_1640;;0.0;0.00714;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter_troitsensis;;0.0;0.00692;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pseudooceanicola;s__Pseudooceanicola_nanhaiensis;;0.0;0.00684;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Gemmobacter;s__Gemmobacter_lutimaris;;0.0;0.00679;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus_camelliae;;0.0;0.00676;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus_kochii;;0.0;0.00649;0.00166;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus_indicus;;0.0;0.00638;0.00107;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter_sp_YJ_T3_07;;0.0;0.00635;0.00247;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus_halosaccharovorans;;0.0;0.00593;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Ornithinimicrobiaceae;g__Ornithinimicrobium;s__Ornithinimicrobium_flavum;;0.0;0.00593;0.11145;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flagellimonas;s__Flagellimonas_alvinocaridis;;0.0;0.00575;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_SGB87885;;0.0;0.00573;0.08905;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp_PO1;;0.0;0.00566;0.01367;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Tsuneonella;s__Tsuneonella_suprasediminis;;0.0;0.00566;0.00337;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Aliiroseovarius;s__Aliiroseovarius_zhejiangensis;;0.0;0.00525;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter_mishustinae;;0.0;0.00513;0.07784;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_vesicularis;;0.0;0.00472;0.01941;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Allomuricauda;s__Allomuricauda_sp_ARW1Y1;;0.0;0.00426;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium_poriferae;;0.0;0.00417;0.01326;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pusillimonas;s__Pusillimonas_caeni;;0.0;0.00406;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus_gottheilii;;0.0;0.00402;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora_sp_HNM0983;;0.0;0.00372;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia_alkanivorans;;0.0;0.00341;0.01969;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia_amicalis;;0.0;0.00339;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marixanthomonas;s__Marixanthomonas_sp_SCSIO_43207;;0.0;0.00338;0.0078;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_diminuta;;0.0;0.00332;0.00994;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer_pacificus;;0.0;0.00302;0.03164;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter_fulvus;;0.0;0.00257;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Solibacillus;s__Solibacillus_daqui;;0.0;0.00247;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium_sp_1_MG_2023;;0.0;0.00242;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_safensis;;0.0;0.0024;0.00751;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Demequinaceae;g__Demequina;s__Demequina_sp_NBRC_110052;;0.0;0.00227;0.00186;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_sp_XHP0207;;0.0;0.00222;0.02435;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus;s__Fictibacillus_phosphorivorans;;0.0;0.00217;0.00165;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pseudalkalibacillus;s__Pseudalkalibacillus_spartinae;;0.0;0.00212;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_altitudinis;;0.0;0.00194;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella_epiphytica;;0.0;0.00178;0.01562;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__Agromyces_indicus;;0.0;0.00168;0.00588;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Exiguobacterium;s__Exiguobacterium_chiriqhucha;;0.0;0.00153;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium_duvalii;;0.0;0.00145;0.00145;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens_tegetincola;;0.0;0.00126;0.00098;0.0;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__GGB39200;s__GGB39200_SGB57355;;0.0;0.00121;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Sporosarcina;s__Sporosarcina_saromensis;;0.0;0.00121;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter_sp_CAU_1644;;0.0;0.00117;0.00245;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas_sediminis;;0.0;0.00115;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_aurantiaca;;0.0;0.00107;0.0055;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flagellimonas;s__Flagellimonas_marinaquae;;0.0;0.001;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Niallia_circulans;;0.0;0.00098;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Allomuricauda;s__Allomuricauda_sp_M10;;0.0;0.00097;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flagellimonas;s__Flagellimonas_aequoris;;0.0;0.00093;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sutcliffiella;s__Sutcliffiella_horikoshii;;0.0;0.00093;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_polymorpha;;0.0;0.00084;0.00058;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Robertmurraya;s__Robertmurraya_kyonggiensis;;0.0;0.0008;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_sp_N1_1;;0.0;0.00054;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita_iocasae;;0.0;0.00053;0.00307;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus_sp_SGAir0095;;0.0;0.0005;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_albicereus;;0.0;0.00048;0.00102;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus_centrosporus;;0.0;0.00041;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus_schmidteae;;0.0;0.00036;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia;s__Heyndrickxia_oleronia;;0.0;0.00035;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_paraoxydans;;0.0;0.00033;0.29523;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Paucisalibacillus;s__Paucisalibacillus_globulus;;0.0;0.00032;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Intrasporangiaceae;g__Nostocoides;s__Nostocoides_sp_F2B08;;0.0;0.0003;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Marilutibacter;s__Marilutibacter_aestuarii;;0.0;0.00023;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer_sp_ALW1;;0.0;0.00021;0.00098;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_sinesaloumensis;;0.0;0.00016;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter_certesii;;0.0;0.0001;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_vulgaris;;0.0;9,00E-05;0.00014;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Exiguobacterium;s__Exiguobacterium_sp_s146;t__SGB94588;0.0;0.86602;0.00251;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Thioclava;s__Thioclava_nitratireducens;t__SGB10699;0.0;0.57962;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_aquimaris;t__SGB111660;0.0;0.52113;0.07391;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_aerophila;t__SGB11491;0.0;0.27143;0.58611;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_esteraromaticum;t__SGB87888;0.0;0.17588;0.00085;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Xanthomarina;s__Xanthomarina_gelatinilytica;t__SGB2856;0.0;0.17481;0.0226;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Marilutibacter;s__Marilutibacter_spongiae;t__SGB88889;0.0;0.15175;0.0433;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia_megaterium;t__SGB7678;0.0;0.14874;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_flava;t__SGB11494;0.0;0.148;0.40314;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_paranthracis;t__SGB7703_group;0.0;0.11942;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flagellimonas;s__Flagellimonas_beolgyonensis;t__SGB27927;0.0;0.11751;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella_nanhaiensis;t__SGB2741;0.0;0.09032;0.10888;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus;s__Fictibacillus_halophilus;t__SGB30111;0.0;0.08426;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus_fusiformis;t__SGB154060;0.0;0.07893;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_maritimus;t__SGB56711;0.0;0.06606;0.0738;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter_latericius;t__SGB27931;0.0;0.05701;0.00085;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter_sp_SD_21;t__SGB11497;0.0;0.05454;0.05783;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_sp_NTK034;t__SGB94617;0.0;0.05447;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Heliomarina;s__Heliomarina_baculiformis;t__SGB93810;0.0;0.05114;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita_sinensis;t__SGB79035;0.0;0.04929;0.24668;0.0;0.0
