kingdom;phylum;class;order;family;genus;species;SGB;Bietry_1;Bietry_2;Bietry_3;Kassembie_1;Kassembie_2
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__GGB43317;;;0.0;0.0;0.29501;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Loktanella;;;0.0;0.0;0.21702;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Marivivens;;;0.0;0.0;0.14304;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus;;;0.0;0.0;0.13968;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__GGB31920;;;0.0;0.0;0.12682;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Kocuria;;;0.0;0.0;0.12204;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Christiangramia;;;0.0;0.0;0.10158;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;;;0.0;0.0;0.09425;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB36511;o__OFGB36511;f__FGB36511;g__GGB60033;;;0.0;0.0;0.09148;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Kytococcaceae;g__Kytococcus;;;0.0;0.0;0.08518;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__GGB66792;;;0.0;0.0;0.08429;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacteraceae_unclassified;;;0.0;0.0;0.07267;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacterales_unclassified;g__Rhodobacterales_unclassified;;;0.0;0.0;0.0649;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;;;0.0;0.0;0.05614;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB13567;o__OFGB13567;f__FGB13567;g__GGB136196;;;0.0;0.0;0.051;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;;;0.0;0.0;0.04978;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;;;0.0;0.0;0.04859;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Tetzosporium;;;0.0;0.0;0.03099;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Novilysobacter;;;0.0;0.0;0.03;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Jonesiaceae;g__Jonesia;;;0.0;0.0;0.02856;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Cellulosimicrobium;;;0.0;0.0;0.02748;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Acidiluteibacter;;;0.0;0.0;0.02536;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Nioella;;;0.0;0.0;0.0247;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Profundicola;;;0.0;0.0;0.02378;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB25759;o__OFGB25759;f__FGB25759;g__GGB45144;;;0.0;0.0;0.02202;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Candidatus_Pelagibacterales;f__Candidatus_Pelagibacteraceae;g__GGB47040;;;0.0;0.0;0.02199;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Candidatus_Pelagibacterales;f__Candidatus_Pelagibacterales_unclassified;g__GGB47034;;;0.0;0.0;0.02013;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcoides;;;0.0;0.0;0.01965;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pseudorhodobacter;;;0.0;0.0;0.01947;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;;;0.0;0.0;0.0189;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Luteimonas;;;0.0;0.0;0.01868;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylophilaceae_unclassified;;;0.0;0.0;0.01673;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB13567;o__OFGB13567;f__FGB13567;g__GGB33138;;;0.0;0.0;0.01618;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB13567;o__OFGB13567;f__FGB13567;g__GGB44069;;;0.0;0.0;0.01518;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;;;0.0;0.0;0.01276;0.0;0.00299
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gelidibacter;;;0.0;0.0;0.01274;0.0;0.0
k__Bacteria;p__Bacteroidota;c__CFGB83599;o__OFGB83599;f__FGB83599;g__GGB99166;;;0.0;0.0;0.01233;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;;;0.0;0.0;0.0122;0.0;0.0
k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;;;0.0;0.0;0.01194;0.0;0.0
k__Bacteria;p__Verrucomicrobiota;c__Opitutia;o__Puniceicoccales;f__Coraliomargaritaceae;g__GGB25700;;;0.0;0.0;0.01149;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;;;0.0;0.0;0.01139;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;;;0.0;0.0;0.01069;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;;;0.0;0.0;0.0104;0.0;0.39925
k__Bacteria;p__Bacteroidota;c__CFGB24306;o__OFGB24306;f__FGB24306;g__GGB14202;;;0.0;0.0;0.0102;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;;;0.0;0.0;0.0094;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Planomicrobium;;;0.0;0.0;0.00867;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Catenulisporales;f__Actinospicaceae;g__Actinospica;;;0.0;0.0;0.00848;0.0074;0.0
k__Bacteria;p__Planctomycetota;c__CFGB46181;o__OFGB46181;f__FGB46181;g__GGB97621;;;0.0;0.0;0.00793;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB56036;;;0.0;0.0;0.00786;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__GGB132915;;;0.0;0.0;0.00767;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bizionia;;;0.0;0.0;0.00749;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB72964;o__OFGB72964;f__FGB72964;g__GGB46913;;;0.0;0.0;0.00733;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Alteraurantiacibacter;;;0.0;0.0;0.00732;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Nocardiopsidaceae;g__Nocardiopsis;;;0.0;0.0;0.00721;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;;;0.0;0.0;0.00698;0.0;0.0086
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__GGB142108;;;0.0;0.0;0.00601;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;;;0.0;0.0;0.00578;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB83885;o__OFGB83885;f__FGB83885;g__GGB43144;;;0.0;0.0;0.00528;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Zhihengliuella;;;0.0;0.0;0.00518;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9634;;;0.0;0.0;0.00512;0.0;0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;;;0.0;0.0;0.00488;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__GGB131183;;;0.0;0.0;0.00479;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Chryseomicrobium;;;0.0;0.0;0.00469;0.0;0.0
k__Bacteria;p__Firmicutes;c__CFGB40002;o__OFGB40002;f__FGB40002;g__GGB42066;;;0.0;0.0;0.00467;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseivivax;;;0.0;0.0;0.00465;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__GGB49933;;;0.0;0.0;0.00452;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;;;0.0;0.0;0.00451;0.0;0.0
k__Bacteria;p__Bacteroidota;c__CFGB24175;o__OFGB24175;f__FGB24175;g__GGB108659;;;0.0;0.0;0.00443;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__GGB43300;;;0.0;0.0;0.00396;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Pseudidiomarina;;;0.0;0.0;0.00381;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Kushneria;;;0.0;0.0;0.00358;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;;;0.0;0.0;0.00335;0.0;0.0
k__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;;;0.0;0.0;0.00335;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB2312;o__OFGB2312;f__FGB2312;g__GGB42957;;;0.0;0.0;0.00334;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;;;0.0;0.0;0.00321;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Ornithinimicrobiaceae;g__Serinicoccus;;;0.0;0.0;0.00316;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Cereibacter;;;0.0;0.0;0.00307;0.0;0.0
k__Bacteria;p__Bacteroidota;c__CFGB463;o__OFGB463;f__FGB463;g__GGB46612;;;0.0;0.0;0.00301;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__GGB110760;;;0.0;0.0;0.00295;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__GGB98133;;;0.0;0.0;0.0029;0.0;0.0
k__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Candida;;;0.0;0.0;0.0029;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium;;;0.0;0.0;0.00287;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alkalimarinus;;;0.0;0.0;0.00273;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;;;0.0;0.0;0.00263;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Cobetia;;;0.0;0.0;0.00258;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;;;0.0;0.0;0.00239;0.0;0.48507
k__Bacteria;p__Bacteroidota;c__CFGB42410;o__OFGB42410;f__FGB42410;g__GGB46774;;;0.0;0.0;0.00233;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;;;0.0;0.0;0.00219;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;;;0.0;0.0;0.00204;0.0;7.51425
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;;;0.0;0.0;0.00192;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;;;0.0;0.0;0.00175;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Saprospiria;o__Saprospirales;f__Saprospirales_unclassified;g__Saprospirales_unclassified;;;0.0;0.0;0.00162;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;;;0.0;0.0;0.00155;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__GGB8990;;;0.0;0.0;0.00152;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__GGB68165;;;0.0;0.0;0.00144;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccaceae_unclassified;;;0.0;0.0;0.00139;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus;;;0.0;0.0;0.00139;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB31980;o__OFGB31980;f__FGB31980;g__GGB60258;;;0.0;0.0;0.00117;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;;;0.0;0.0;0.00114;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacteriaceae_unclassified;;;0.0;0.0;0.001;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;;;0.0;0.0;0.00089;0.0;0.0
k__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__GGB53691;;;0.0;0.0;0.00089;0.0;0.0
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;;;0.0;0.0;0.00079;0.0;0.17936
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pelagovum;;;0.0;0.0;0.00075;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__GGB132819;;;0.0;0.0;0.00073;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae;g__Roseibium;;;0.0;0.0;0.00071;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Seohaeicola;;;0.0;0.0;0.00071;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadales_unclassified;g__Nitrosomonadales_unclassified;;;0.0;0.0;0.00069;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava;;;0.0;0.0;0.00065;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Rhodovulum;;;0.0;0.0;0.00065;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia;;;0.0;0.0;0.00064;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;;;0.0;0.0;0.00058;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Salinibacterium;;;0.0;0.0;0.00051;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Balneatrichaceae;g__GGB63480;;;0.0;0.0;0.0005;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus_Midichloriaceae;g__Candidatus_Aquarickettsia;;;0.0;0.0;0.00045;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB41017;o__OFGB41017;f__FGB41017;g__GGB43700;;;0.0;0.0;0.00036;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB45719;o__OFGB45719;f__FGB45719;g__GGB45720;;;0.0;0.0;0.00036;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__GGB68272;;;0.0;0.0;0.00029;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacteriaceae_unclassified;;;0.0;0.0;0.00025;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Leadbetterellaceae;g__Jiulongibacter;;;0.0;0.0;0.00014;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Henriciella;;;0.0;0.0;7,00E-05;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB13567;o__OFGB13567;f__FGB13567;g__GGB136195;s__GGB136195_SGB86552;;0.0;0.0;1.69608;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium_paraconglomeratum;;0.0;0.0;0.3639;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__GGB43317;s__GGB43317_SGB60623;;0.0;0.0;0.29501;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_sediminilitoris;;0.0;0.0;0.28307;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Loktanella;s__Loktanella_sp_3ANDIMAR09;;0.0;0.0;0.21183;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus;s__Salinicoccus_roseus;;0.0;0.0;0.13968;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Marivivens;s__Marivivens_SGB10879;;0.0;0.0;0.13688;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__GGB31920;s__GGB31920_SGB55883;;0.0;0.0;0.12682;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria_flava;;0.0;0.0;0.11647;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus_pyridinivorans;;0.0;0.0;0.10714;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_gawkjiense;;0.0;0.0;0.09518;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter_pontiacus;;0.0;0.0;0.09425;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB36511;o__OFGB36511;f__FGB36511;g__GGB60033;s__GGB60033_SGB81933;;0.0;0.0;0.09148;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Demequinaceae;g__Demequina;s__Demequina_litorisediminis;;0.0;0.0;0.0905;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Christiangramia;s__Christiangramia_gaetbulicola;;0.0;0.0;0.08712;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer_litoralis;;0.0;0.0;0.08527;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Kytococcaceae;g__Kytococcus;s__Kytococcus_sedentarius;;0.0;0.0;0.08518;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__GGB66792;s__GGB66792_SGB90437;;0.0;0.0;0.08429;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus_terreus;;0.0;0.0;0.07589;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus_qingshengii;;0.0;0.0;0.0711;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_aurantiacum;;0.0;0.0;0.0685;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacterales_unclassified;g__Rhodobacterales_unclassified;s__Rhodobacterales_bacterium_FZCC0069;;0.0;0.0;0.0649;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp_WCS2018Hpa_9;;0.0;0.0;0.0606;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacteraceae_unclassified;s__Erythrobacteraceae_bacterium_E2_1_Yellow_Sea;;0.0;0.0;0.05869;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__GGB64250;s__GGB64250_SGB86668;;0.0;0.0;0.05728;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer_harenosus;;0.0;0.0;0.05523;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_SGB138215;;0.0;0.0;0.05522;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_marcusii;;0.0;0.0;0.05336;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB13567;o__OFGB13567;f__FGB13567;g__GGB136196;s__GGB136196_SGB176986;;0.0;0.0;0.051;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia_hongkongensis;;0.0;0.0;0.04875;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia_profunda;;0.0;0.0;0.04758;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas_nigrifaciens;;0.0;0.0;0.04452;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_SGB38253;;0.0;0.0;0.04389;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Demequinaceae;g__Demequina;s__Demequina_sediminis;;0.0;0.0;0.04215;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Celeribacter;s__Celeribacter_halophilus;;0.0;0.0;0.03876;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer_variabilis;;0.0;0.0;0.0381;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus_salinus;;0.0;0.0;0.03398;0.0;0.0
