kingdom,phylum,class,order,family,genus,species,SGB,Bietry_1,Bietry_2,Bietry_3,Kassembie_1,Kassembie_2,status
k__Bacteria,p__Bacteroidota,c__CFGB24306,o__OFGB24306,f__FGB24306,g__GGB14202,s__GGB14202_SGB36131,t__SGB36131,0,0,0.0102,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_pittii,t__SGB10346,0,0,0.01013,0,28.56588,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_massiliense,t__SGB34200,0,0,0.00925,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Propionibacteriaceae,g__Tessaracoccus,s__Tessaracoccus_flavus,t__SGB15913,0,0,0.00908,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_profundimaris,t__SGB183067,0,0,0.00882,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Planomicrobium,s__Planomicrobium_okeanokoites,t__SGB25127,0,0,0.00867,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Vreelandella,s__Vreelandella_venusta,t__SGB32461,0,0,0.00861,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Catenulisporales,f__Actinospicaceae,g__Actinospica,s__Actinospica_acidiphila,t__SGB16223,0,0,0.00848,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_algeriense,t__SGB34915,0,0,0.00809,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp_SB49,t__SGB7639,0,0,0.00796,0,0,Named species
k__Bacteria,p__Planctomycetota,c__CFGB46181,o__OFGB46181,f__FGB46181,g__GGB97621,s__GGB97621_SGB137707,t__SGB137707,0,0,0.00793,0,0,Undescribed
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__GGB56036,s__GGB56036_SGB208952,t__SGB208952,0,0,0.00786,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_sp_XHP0211,t__SGB183065,0,0,0.00777,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__GGB132915,s__GGB132915_SGB181538,t__SGB181538,0,0,0.00767,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_paludicola,t__SGB16902,0,0,0.00761,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Bizionia,s__Bizionia_paragorgiae,t__SGB2872,0,0,0.00749,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Demequinaceae,g__Demequina,s__Demequina_sp_NBRC_110055,t__SGB34256,0,0,0.00739,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__CFGB72964,o__OFGB72964,f__FGB72964,g__GGB46913,s__GGB46913_SGB64825,t__SGB64825,0,0,0.00733,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Alteraurantiacibacter,s__Alteraurantiacibacter_aquimixticola,t__SGB58439,0,0,0.00732,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sp_5K110,t__SGB55566,0,0,0.00723,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,f__Nocardiopsidaceae,g__Nocardiopsis,s__Nocardiopsis_alba,t__SGB16394,0,0,0.00721,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Planobacterium_oryzisoli,t__SGB78870,0,0,0.00698,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_viscosa,t__SGB2711,0,0,0.00664,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_ihumii,t__SGB87870,0,0,0.00652,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Aliiroseovarius,s__Aliiroseovarius_crassostreae,t__SGB10664,0,0,0.00635,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salegentibacter,s__Salegentibacter_maritimus,t__SGB79054,0,0,0.00608,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__GGB142108,s__GGB142108_SGB213955,t__SGB213955,0,0,0.00601,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_sp_C2R09,t__SGB111337,0,0,0.0059,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Pseudooceanicola,s__Pseudooceanicola_nitratireducens,t__SGB10769,0,0,0.00582,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_towneri,t__SGB10412,0,0,0.00557,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_maritypicum,t__SGB16874,0,0,0.00548,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_xiamenensis,t__SGB90441,0,0,0.00545,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Ornithinimicrobiaceae,g__Ornithinimicrobium,s__Ornithinimicrobium_pekingense,t__SGB34104,0,0,0.00528,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__CFGB83885,o__OFGB83885,f__FGB83885,g__GGB43144,s__GGB43144_SGB60398,t__SGB60398,0,0,0.00528,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter_aurantius,t__SGB111635,0,0,0.00523,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Zhihengliuella,s__Zhihengliuella_sp_ISTPL4,t__SGB34914,0,0,0.00518,0,0,Named species
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9634,s__GGB9634_SGB15095,t__SGB15095,0,0,0.00512,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__Kocuria_oceani,t__SGB16665,0,0,0.00499,0,0,Named species
k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Pectinatus,s__Pectinatus_brassicae,t__SGB83692,0,0,0.00488,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halobacillus,s__Halobacillus_litoralis,t__SGB109787,0,0,0.00479,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__GGB131183,s__GGB131183_SGB183046,t__SGB183046,0,0,0.00479,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sp_nov_GSS16,t__SGB175342,0,0,0.00471,0,0,Named species
k__Bacteria,p__Firmicutes,c__CFGB40002,o__OFGB40002,f__FGB40002,g__GGB42066,s__GGB42066_SGB59206,t__SGB59206,0,0,0.00467,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_squillarum,t__SGB34201,0,0,0.0046,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__GGB49933,s__GGB49933_SGB69928,t__SGB69928,0,0,0.00452,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__Halomonas_campaniensis,t__SGB11840,0,0,0.00451,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Dietziaceae,g__Dietzia,s__Dietzia_aerolata,t__SGB66231,0,0,0.00447,0,0,Named species
k__Bacteria,p__Bacteroidota,c__CFGB24175,o__OFGB24175,f__FGB24175,g__GGB108659,s__GGB108659_SGB193402,t__SGB193402,0,0,0.00443,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Loktanella,s__Loktanella_sp_PT4BL,t__SGB24320,0,0,0.00414,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__GGB43300,s__GGB43300_SGB90439,t__SGB90439,0,0,0.00396,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Chryseomicrobium,s__Chryseomicrobium_excrementi,t__SGB7505,0,0,0.00386,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Pseudidiomarina,s__Pseudidiomarina_taiwanensis,t__SGB30821,0,0,0.00381,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Kushneria,s__Kushneria_konosiri,t__SGB22929,0,0,0.00358,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Dietziaceae,g__Dietzia,s__Dietzia_cinnamea,t__SGB15766,0,0,0.00342,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_huizhouensis,t__SGB111666,0,0,0.00335,0,0,Named species
k__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_smithii,t__SGB714,0,0,0.00335,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__CFGB2312,o__OFGB2312,f__FGB2312,g__GGB42957,s__GGB42957_SGB57748,t__SGB57748,0,0,0.00334,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Roseivivax,s__Roseivivax_marinus,t__SGB10825,0,0,0.00329,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus_fermentum,t__SGB7106,0,0,0.00321,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Ornithinimicrobiaceae,g__Serinicoccus,s__Serinicoccus_sediminis,t__SGB34101,0,0,0.00316,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Marivivens,s__Marivivens_donghaensis,t__SGB10880,0,0,0.00312,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_luteum,t__SGB16859,0,0,0.00309,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Promicromonosporaceae,g__Isoptericola,s__Isoptericola_chiayiensis,t__SGB87505,0,0,0.00309,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Cereibacter,s__Cereibacter_sphaeroides,t__SGB31416,0,0,0.00307,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Novilysobacter,s__Novilysobacter_arseniciresistens,t__SGB12528,0,0,0.00306,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Marivivens,s__Marivivens_niveibacter,t__SGB182065,0,0,0.00304,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Tsuneonella,s__Tsuneonella_flava,t__SGB31591,0,0,0.00304,0,0,Named species
k__Bacteria,p__Bacteroidota,c__CFGB463,o__OFGB463,f__FGB463,g__GGB46612,s__GGB46612_SGB64482,t__SGB64482,0,0,0.00301,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridiaceae_unclassified,s__Clostridiaceae_bacterium_HFYG_1003,t__SGB109643,0,0,0.00298,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__GGB110760,s__GGB110760_SGB195771,t__SGB195771,0,0,0.00295,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__GGB98133,s__GGB98133_SGB138700,t__SGB138700,0,0,0.0029,0,0,Undescribed
k__Eukaryota,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,s__Candida_tropicalis,t__EUK5482,0,0,0.0029,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinobacterium,s__Marinobacterium_sp_LSUCC0821,t__SGB81404,0,0,0.00287,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_squillarum,t__SGB55775,0,0,0.00286,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Ornithinimicrobiaceae,g__Ornithinimicrobium,s__Ornithinimicrobium_humiphilum,t__SGB87592,0,0,0.00284,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter_coccoides,t__SGB92572,0,0,0.00283,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alkalimarinus,s__Alkalimarinus_sediminis,t__SGB110530,0,0,0.00273,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_xiaoshiensis,t__SGB208790,0,0,0.0027,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Aurantiacibacter,s__Aurantiacibacter_xanthus,t__SGB31639,0,0,0.0027,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_maritypicum,t__SGB16873,0,0,0.00262,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Cobetia,s__Cobetia_marina,t__SGB11854,0,0,0.00258,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter_hormaechei,t__SGB10130,0,0,0.00239,0,0.03928,Named species
k__Bacteria,p__Bacteroidota,c__CFGB42410,o__OFGB42410,f__FGB42410,g__GGB46774,s__GGB46774_SGB64663,t__SGB64663,0,0,0.00233,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Intrasporangiaceae,g__Janibacter,s__Janibacter_anophelis,t__SGB34114,0,0,0.00231,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_phoceense,t__SGB17119,0,0,0.00222,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter_koreensis,t__SGB35057,0,0,0.00219,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_dentalis,t__SGB17038,0,0,0.00216,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_sp_MBLB3053,t__SGB181691,0,0,0.00204,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas_poindexterae,t__SGB206483,0,0,0.00203,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_saurashtrense,t__SGB23788,0,0,0.00195,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,s__Polaribacter_gangjinensis,t__SGB21752,0,0,0.00192,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sp_p3_SID336,t__SGB111225,0,0,0.00175,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Actinomycetaceae,g__Schaalia,s__Schaalia_sp_JY_X169,t__SGB86838,0,0,0.00175,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas_vesicularis,t__SGB11742_group,0,0,0.00173,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Promicromonosporaceae,g__Isoptericola,s__Isoptericola_SGB129906,t__SGB129906,0,0,0.00171,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_koreensis,t__SGB11633,0,0,0.00166,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Saprospiria,o__Saprospirales,f__Saprospirales_unclassified,g__Saprospirales_unclassified,s__Saprospirales_bacterium_GYS_P2D,t__SGB80004,0,0,0.00162,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella_aerofaciens,t__SGB14535_group,0,0,0.00155,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcoides,s__Rhodococcoides_kroppenstedtii,t__SGB15803,0,0,0.00153,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__GGB8990,s__GGB8990_SGB13861,t__SGB13861,0,0,0.00152,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Exiguobacterium,s__Exiguobacterium_sp_AM39_5BH,t__SGB24982,0,0,0.00152,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_malaquae,t__SGB87644,0,0,0.00151,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_arborescens,t__SGB23872,0,0,0.00149,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_minimum,t__SGB17229,0,0,0.00147,0,0,Named species
k__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia_timonensis,t__SGB6148,0,0,0.00147,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Exiguobacterium,s__Exiguobacterium_acetylicum,t__SGB8325,0,0,0.00145,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__GGB68165,s__GGB68165_SGB140159,t__SGB140159,0,0,0.00144,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_telephonicum,t__SGB34935,0,0,0.00141,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccaceae_unclassified,s__Rhodobacteraceae_bacterium_EhC02,t__SGB10792,0,0,0.00139,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pontibacillus,s__Pontibacillus_sp_HN14,t__SGB109794,0,0,0.00139,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Roseivivax,s__Roseivivax_halodurans,t__SGB10826,0,0,0.00137,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_binotii,t__SGB55568,0,0,0.00129,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB31980,o__OFGB31980,f__FGB31980,g__GGB60258,s__GGB60258_SGB82204,t__SGB82204,0,0,0.00117,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_longum,t__SGB17248,0,0,0.00116,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_graminisolvens,t__SGB1924,0,0,0.00114,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sufflavum,t__SGB55569,0,0,0.00114,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sp_C7_2022,t__SGB175400,0,0,0.00106,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Loktanella,s__Loktanella_gaetbuli,t__SGB10550,0,0,0.00105,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Leucobacter,s__Leucobacter_sp_Psy1,t__SGB111210,0,0,0.00104,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacteriaceae_unclassified,s__Flavobacteriaceae_bacterium_NBU2977,t__SGB109301,0,0,0.001,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Promicromonosporaceae,g__Isoptericola,s__Isoptericola_jiangsuensis,t__SGB16060,0,0,9.7e-4,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_SGB2713,t__SGB2713,0,0,0.00093000000000000005,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae,t__SGB10115_group,0,0,8.9e-4,0,0,Named species
k__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__GGB53691,s__GGB53691_SGB74832,t__SGB74832,0,0,8.9e-4,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Chryseomicrobium,s__Chryseomicrobium_aureum,t__SGB94660,0,0,8.3e-4,0,0,Named species
k__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_soli_ex_Cha_et_al_2016,t__SGB17545,0,0,7.9e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Pelagovum,s__Pelagovum_pacificum,t__SGB90542,0,0,7.5e-4,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_lactis,t__SGB7985,0,0,7.4e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__GGB132819,s__GGB132819_SGB182059,t__SGB182059,0,0,7.3e-4,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_sp_SCR221107,t__SGB152359,0,0,7.2e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Seohaeicola,s__Seohaeicola_sp_4SK31,t__SGB60579,0,0,7.1e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Stappiaceae,g__Roseibium,s__Roseibium_aestuarii,t__SGB89439,0,0,7.1e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadales_unclassified,g__Nitrosomonadales_unclassified,s__beta_proteobacterium_KB13,t__SGB205526,0,0,6.9e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Rhodovulum,s__Rhodovulum_sp_FJ3,t__SGB24300,0,0,6.5e-4,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Propionibacteriaceae,g__Propioniciclava,s__Propioniciclava_sp_MC1595,t__SGB87720,0,0,6.5e-4,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Nesterenkonia,s__Nesterenkonia_massiliensis,t__SGB35123,0,0,6.4e-4,0,0,Named species
